 format: day,hour,forecast,value  location:51_129 Start : 20221229 
 Start : 20221230 
 30,0200,+6,315.000000 
 30,0200,+7,320.000000 
 30,0200,+8,323.000000 
 30,0200,+9,324.000000 
 30,0200,+10,333.000000 
 30,0200,+11,343.000000 
 30,0200,+12,351.000000 
 30,0200,+13,8.000000 
 30,0200,+14,38.000000 
 30,0200,+15,75.000000 
 30,0200,+16,90.000000 
 30,0200,+17,101.000000 
 30,0200,+18,104.000000 
 30,0200,+19,107.000000 
 30,0200,+20,100.000000 
 30,0200,+21,90.000000 
 30,0200,+22,98.000000 
 30,0200,+23,90.000000 
 30,0200,+24,101.000000 
 30,0200,+25,256.000000 
 30,0200,+26,258.000000 
 30,0200,+27,256.000000 
 30,0200,+28,253.000000 
 30,0200,+29,249.000000 
 30,0200,+30,249.000000 
 30,0200,+31,257.000000 
 30,0200,+32,263.000000 
 30,0200,+33,266.000000 
 30,0200,+34,272.000000 
 30,0200,+35,276.000000 
 30,0200,+36,276.000000 
 30,0200,+37,272.000000 
 30,0200,+38,270.000000 
 30,0200,+39,274.000000 
 30,0200,+40,290.000000 
 30,0200,+41,309.000000 
 30,0200,+42,326.000000 
 30,0200,+43,339.000000 
 30,0200,+44,344.000000 
 30,0200,+45,346.000000 
 30,0200,+46,345.000000 
 30,0200,+47,340.000000 
 30,0200,+48,333.000000 
 30,0200,+49,327.000000 
 30,0200,+50,325.000000 
 30,0200,+51,324.000000 
 30,0200,+52,326.000000 
 30,0200,+53,327.000000 
 30,0200,+54,322.000000 
 30,0200,+55,322.000000 
 30,0200,+56,325.000000 
 30,0200,+57,328.000000 
 30,0200,+58,324.000000 
 30,0200,+59,320.000000 
 30,0200,+60,323.000000 
 30,0200,+61,324.000000 
 30,0500,+6,324.000000 
 30,0500,+7,333.000000 
 30,0500,+8,343.000000 
 30,0500,+9,351.000000 
 30,0500,+10,8.000000 
 30,0500,+11,38.000000 
 30,0500,+12,75.000000 
 30,0500,+13,90.000000 
 30,0500,+14,101.000000 
 30,0500,+15,104.000000 
 30,0500,+16,107.000000 
 30,0500,+17,100.000000 
 30,0500,+18,90.000000 
 30,0500,+19,98.000000 
 30,0500,+20,90.000000 
 30,0500,+21,101.000000 
 30,0500,+22,256.000000 
 30,0500,+23,258.000000 
 30,0500,+24,256.000000 
 30,0500,+25,253.000000 
 30,0500,+26,249.000000 
 30,0500,+27,249.000000 
 30,0500,+28,257.000000 
 30,0500,+29,263.000000 
 30,0500,+30,266.000000 
 30,0500,+31,272.000000 
 30,0500,+32,276.000000 
 30,0500,+33,276.000000 
 30,0500,+34,272.000000 
 30,0500,+35,270.000000 
 30,0500,+36,274.000000 
 30,0500,+37,290.000000 
 30,0500,+38,309.000000 
 30,0500,+39,326.000000 
 30,0500,+40,339.000000 
 30,0500,+41,344.000000 
 30,0500,+42,346.000000 
 30,0500,+43,345.000000 
 30,0500,+44,340.000000 
 30,0500,+45,333.000000 
 30,0500,+46,327.000000 
 30,0500,+47,325.000000 
 30,0500,+48,324.000000 
 30,0500,+49,326.000000 
 30,0500,+50,327.000000 
 30,0500,+51,322.000000 
 30,0500,+52,322.000000 
 30,0500,+53,325.000000 
 30,0500,+54,328.000000 
 30,0500,+55,324.000000 
 30,0500,+56,320.000000 
 30,0500,+57,323.000000 
 30,0500,+58,324.000000 
 30,0800,+6,349.000000 
 30,0800,+7,360.000000 
 30,0800,+8,22.000000 
 30,0800,+9,50.000000 
 30,0800,+10,70.000000 
 30,0800,+11,74.000000 
 30,0800,+12,60.000000 
 30,0800,+13,58.000000 
 30,0800,+14,90.000000 
 30,0800,+15,115.000000 
 30,0800,+16,127.000000 
 30,0800,+17,132.000000 
 30,0800,+18,171.000000 
 30,0800,+19,223.000000 
 30,0800,+20,247.000000 
 30,0800,+21,255.000000 
 30,0800,+22,252.000000 
 30,0800,+23,250.000000 
 30,0800,+24,255.000000 
 30,0800,+25,260.000000 
 30,0800,+26,261.000000 
 30,0800,+27,261.000000 
 30,0800,+28,261.000000 
 30,0800,+29,260.000000 
 30,0800,+30,262.000000 
 30,0800,+31,264.000000 
 30,0800,+32,270.000000 
 30,0800,+33,286.000000 
 30,0800,+34,314.000000 
